FID;OBJECTID;SHAPE;WC_ID;BEZIRK;STRASSE;ORTSANGABE;AKTIV;AKTIV_TXT;OEFFNUNGSZEIT;EINSCHRAENKUNGEN;PERSONALBETREUUNG;KATEGORIE;AUSSTATTUNG;ICON;ICON_TXT;KONTAKT;ABTEILUNG;INFORMATION;SE_ANNO_CAD_DATA
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d9e;104228;POINT (16.461313028540793 48.19680487611404);M45_MWC12;22;Neue Donau;Grillzone Steinspornbrücke;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d9d;104229;POINT (16.46320757019799 48.19553575966242);M45_MWC13;22;Neue Donau;Grillzone Steinspornbrücke;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d9c;104230;POINT (16.46019391042099 48.19762661349885);M45_MWC11;22;Neue Donau;Grillzone Steinspornbrücke;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d9b;104231;POINT (16.465489428657396 48.19046574639912);M45_MWC61;22;Donauinsel;Grillplatz Nr. 15;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d9a;104232;POINT (16.474801147010666 48.18784691122865);M45_BKZ04;22;Neue Donau;MOSQUITO;-1;JA;9:00-21:00 Uhr;Wintersperre;9 - 21 Uhr - gratis;;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d99;104233;POINT (16.417182759010174 48.22266949372708);M45_FWC14;22;Donauinsel;zw. ND-km 11,6 - 11,5;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d98;104234;POINT (16.38475247990173 48.25015969463302);M45_FWC01;21;Donauinsel;zw. ND-km 15,5 - 15,4;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d97;104382;POINT (16.33932516079824 48.22706641069432);M48_0117;18;Schubertpark / Währinger Straße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d96;104383;POINT (16.36736236492112 48.257782248748974);M48_0124;19;Nußdorfer Markt / Sickenberggasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d95;104384;POINT (16.367475392954116 48.260352889114486);M48_0125;19;Nußdorfer Platz  / Heiligenstädter Straße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d94;104385;POINT (16.32132338655281 48.251987133907605);M48_0126;19;Sieveringer Straße;ggü. ONr. 177, Pfarrkirche;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d93;104386;POINT (16.291722363566894 48.233305013658445);M48_0111;17;Neuwaldegg / Rudolf-Kirchschläger-Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d92;104387;POINT (16.420515552024494 48.29787686396407);M48_0144;21;Stammersdorf / Bahnhofplatz;Endstelle Linie 31;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d91;104388;POINT (16.386664642111402 48.29154054299549);M48_0145;21;Strebersdorf / Rußbergstraße;Endstelle Linie 26;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d90;104389;POINT (16.361990043818917 48.197993534017044);M48_0039;6;Linke Wienzeile;ggü. ONr. 26;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-Sa: 6-22 Uhr;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8f;104390;POINT (16.359537499508182 48.19727260406461);M48_0040;6;Linke Wienzeile;ggü. ONr. 38;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-Fr: 6-18.30 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8e;104392;POINT (16.38934231803231 48.17702445144174);M48_0202;10;Mistplatz Favoriten;Eva-Zilcher-Gasse 3;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8d;104393;POINT (16.368066631309027 48.2553389957729);M48_0529;19;Mistplatz Heiligenstadt;Grinzinger Straße 151;-1;JA;Mo-Fr 7:00-18:00 Uhr, Sa 8:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8c;104394;POINT (16.455295099633506 48.17722091787095);M48_0216;11;Mistplatz Simmering;Johann-Petrak-Gasse .1-3;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;Defibrilator, Feuerlöscher, Erste Hilfe Kasten;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8b;104395;POINT (16.327748810715946 48.210116784435776);M48_0100;16;Richard-Wagner-Platz / Thaliastraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d8a;104396;POINT (16.416093602615536 48.20428009303588);M48_0018;2;Stadionallee / Pierre-de-Coubertin-Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Apr-Okt: Sa, So, FT, Fenstertag: 14-20 Uhr;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d89;104397;POINT (16.391569143219535 48.218779753078955);WL_003;2;SANIFAIR U-Bahn Station Praterstern;;-1;JA;00:00-24:00 Uhr;vorübergehend geschlossen, Nacht/Barrierefreies-WC geöffnet;vorübergehend geschlossen, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d88;104398;POINT (16.410656513748545 48.171764991342535);M48_0067;11;Herder-Park;Herderplatz ggü. ONr. 5;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d87;104399;POINT (16.411220066898736 48.18168960636816);M48_0068;11;Hybler-Park / Pachmayergasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d86;104400;POINT (16.33359802584002 48.20921526721499);M48_0096;16;Hofferplatz / Thaliastraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d85;104401;POINT (16.30893270088187 48.21285882684514);M48_0101;16;Stillfriedplatz;Thaliastraße/Ecke Roseggergasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d84;104402;POINT (16.335800359124004 48.213304986234704);M48_0102;16;Yppenplatz;;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Sa: 6:00-19:30;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d83;104403;POINT (16.33462933361015 48.221469368637194);M48_0107;17;Dornerplatz;ggü. ONr. 9;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d82;104404;POINT (16.336983283243477 48.22337472269939);M48_0114;18;Johann-Nepomuk-Vogel-Platz;Markt;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d81;104405;POINT (16.32120305282703 48.26407022275637);M48_0120;19;Am Cobenzl;Parkplatz bei Bushaltestelle 38A;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d80;104407;POINT (16.344834310084767 48.27861540020399);M48_0749;19;Leopoldsberg;Endstelle Linie 38A;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1, Pissoir;keine;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7f;104408;POINT (16.355606894386472 48.20653165140921);M48_0047;7;Weghuberpark;Museumstraße ggü. Justizpalast;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7e;104409;POINT (16.3344834972979 48.20573178609109);M48_0099;16;Ludo-Hartmann-Platz / Brunnengasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7d;104410;POINT (16.398357737150704 48.146734121862934);M48_0063;10;WIG 74;Eingang West;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7c;104411;POINT (16.412811465155954 48.17430075706636);M48_0066;11;Geiselbergstraße / Gottschalkgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;Euro Key;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7b;104412;POINT (16.362026767125673 48.19836723066881);M48_0037;6;Alfred-Grünwald-Park;Eingang Linke Wienzeile;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d7a;104413;POINT (16.344052581181476 48.18764086227476);M48_0033;5;Bruno-Kreisky-Park;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Dez-Feb: Mo-So: 12-18 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d79;104414;POINT (16.381182737174715 48.20318051413543);M48_0028;3;Stadtpark;ggü. Reisnerstraße;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-So: 10-20 Uhr;Unisex 3;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d78;104415;POINT (16.269308780874166 48.151296931094976);M48_0164;23;Mauer;Rathauspark/Speisinger Straße ggü. ONr. 262;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d77;104416;POINT (16.401187806367087 48.19779490230907);M48_0024;3;Kardinal-Nagl-Platz;Erdbergstraße/Rüdengasse;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d76;104417;POINT (16.386148630811498 48.23778294001154);M48_0131;20;Allerheiligenplatz;ggü. ONr. 16;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d75;104418;POINT (16.36966308440989 48.22595096915129);M48_0134;20;Gaußplatz;im Park;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d74;104419;POINT (16.423629423052255 48.22644914360939);M48_0154;22;Schüttauplatz / Moissigasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d73;104420;POINT (16.337786347392534 48.201099815182715);M48_0046;7;Urban-Loritz-Platz;Haltestelle Linie 49;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Okt-Apr: Mo-So: 10-19 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d72;104421;POINT (16.380443476129148 48.2068942659636);M48_0003;1;Parkring / Wollzeile;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d71;104422;POINT (16.35922343662553 48.21155940520654);M48_0005;1;Rathauspark / Felderstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-So: 9-17 Uhr;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d70;104423;POINT (16.35846856242791 48.209817388529174);M48_0006;1;Rathauspark / Lichtenfelsgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-So: 9-17 Uhr;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6f;104424;POINT (16.36429733039635 48.183168441491205);M48_0035;5;Kliebergasse;Abgang zur Straßenbahnlinie 18;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6e;104425;POINT (16.368700763780673 48.20123883572319);WL_004;4;SANIFAIR U-Bahn Station Karlsplatz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;10:00-18:00 Uhr, Nacht/Barrierefreies - WC 24/7 geöffnet;Damen 5;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6d;104427;POINT (16.47962035879755 48.24201013658738);M48_0151;22;Badeteich Hirschstetten;Ziegelhofstraße ggü. ONr. 36;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6c;104428;POINT (16.33946612128635 48.181678755258666);M48_0073;12;Steinbauerpark / Steinbauergasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6b;104429;POINT (16.36749292309287 48.187047071092444);M48_0030;4;Alois-Drasche-Park / Seisgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d6a;104430;POINT (16.36434434367749 48.18017757690258);M48_0061;10;Waldmüllerpark / Dampfgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d69;104431;POINT (16.30254312440256 48.185731654586995);M48_0075;13;Am Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d68;104432;POINT (16.260529676479536 48.19602905278508);M48_0077;13;Lilienberggasse / Hietzinger Kai;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d67;104433;POINT (16.378195801884033 48.171945498756756);M48_0056;10;Antonsplatz / Schröttergasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d66;104434;POINT (16.29239592372937 48.182678043466915);M48_0074;13;Alois-Krauß-Promenade / Gloriettegasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d65;104435;POINT (16.281806950061938 48.13560708562521);M48_0163;23;Liesinger Anger;Breitenfurter Str. - Lehmang. ggü. ONr. 3a;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - 0,50 €;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d64;104436;POINT (16.38636301610501 48.222819193159744);M48_0019;2;Volkertmarkt;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d63;104235;POINT (16.501763161114553 48.17081534430828);M45_FWC06;22;Neue Donau;zw. ND-km 3,1 - 3,0;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d62;104236;POINT (16.402536017595036 48.239047593939596);M45_FWC10;21;Neue Donau;Grillzone Brigittenauer Bucht;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d61;104237;POINT (16.35044615440814 48.297780583847555);M45_FWC13;21;Neue Donau;zw. ND-km 21,4 - 21,3;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d60;104238;POINT (16.508577784142854 48.16663761434263);M45_FWC05;22;Neue Donau;zw. ND-km 2,4 - 2,3;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5f;104240;POINT (16.491254679123948 48.17725520059885);M45_FWC07;22;Neue Donau;zw. ND-km 4,2 - 4,1;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5e;104241;POINT (16.36571327297427 48.27910190392547);M45_FWC12;21;Neue Donau;zw. ND-km 19,0 - 18,9;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5d;104242;POINT (16.50615114019845 48.16484841129299);M45_FWC04;22;Donauinsel;zw. ND-km 2,4 - 2,3;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5c;104243;POINT (16.401090299579636 48.2346754136223);M45_FWC02;22;Donauinsel;zw. ND-km 13,4 - 13,3;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5b;104244;POINT (16.418053238229337 48.227306253422356);M45_FWC19;22;Am Kaisermühlendamm / Jungmaisgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d5a;104245;POINT (16.42826497334918 48.218658127614596);M45_FWC09;22;Neue Donau;Grillplatz Nr. 6;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d59;104246;POINT (16.423637272385395 48.223133688464934);M45_FWC18;22;Am Kaisermühlendamm / Berchtoldgasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d58;104247;POINT (16.37554968845909 48.26774325138784);M45_FWC11;21;Neue Donau;Grillplatz Nr. 1 und 13;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d57;104248;POINT (16.464153946076046 48.19489619216846);M45_FWC08;22;Neue Donau;zw. ND.km 7,0 - 6,9;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d56;104249;POINT (16.433241146428646 48.21236827520972);M45_FWC03;22;Donauinsel;zw. ND-km 10,0 - 9,9;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d55;104250;POINT (16.40278029701518 48.22811396726042);M45_FWC17;2;Handelskai 131-147;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d54;104251;POINT (16.391331697699673 48.24405933551083);M45_FWC20;21;Donauinsel;zw. ND-km 14,7 - 14,6;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - 0,50 €;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d53;104252;POINT (16.397495277069293 48.24351473649544);M45_FWC22;21;Neue Donau;Familienbadestrand;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - 0,50 €;Damen 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d52;104253;POINT (16.22514181223052 48.20635937177373);M45_MWC47;14;Wientalstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d51;104254;POINT (16.225089756588197 48.20640524181425);M45_MWC46;14;Wientalstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d50;104255;POINT (16.22564757918144 48.20603388238697);M45_MWC48;14;Wientalstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4f;104256;POINT (16.397643905953576 48.25791870246597);M48_0137;21;Am Spitz;ONr. 1, Amtshaus;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Fr: 10-18Uhr;Herren 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4e;104257;POINT (16.360402516009046 48.21096904554657);M48_0004;1;Rathauspark / Ring;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-So: 10-17 Uhr;Pissoir;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4d;104258;POINT (16.362691423777765 48.21392862874076);M48_0008;1;Schottentor / Passage;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-Fr: 6-20 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4c;104259;POINT (16.448289892837572 48.15225157700127);M48_0069;11;Zentralfriedhof / Tor III;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Okt-Apr: Mo-So: 8-18 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4b;104260;POINT (16.40187023878664 48.26135070007078);M48_0140;21;Floridsdorfer Markt / Pitkagasse;;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Do: 7-15 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d4a;104261;POINT (16.34996319936917 48.198142217770354);M48_0043;6;Mariahilfer Straße / Amerlingstraße;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Okt-Apr: Mo-Sa: 8-20 Uhr;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d49;104262;POINT (16.367637272485794 48.21037263216927);M48_0002;1;Irisgasse / Bognergasse;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Jan.-Apr., Okt.-Nov. Mo-Sa: 10-18;;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6d48;104263;POINT (16.363859157853764 48.198900425928166);M48_0038;6;Linke Wienzeile;ggü. ONr. 12;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;Mo-Fr: 6-18.30 Uhr;;;;;;;;
