FID;OBJECTID;SHAPE;WC_ID;BEZIRK;STRASSE;ORTSANGABE;AKTIV;AKTIV_TXT;OEFFNUNGSZEIT;EINSCHRAENKUNGEN;PERSONALBETREUUNG;KATEGORIE;AUSSTATTUNG;ICON;ICON_TXT;KONTAKT;ABTEILUNG;INFORMATION;SE_ANNO_CAD_DATA
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf1;104356;POINT (16.338244702478853 48.17829517461612);M48_0368;12;Wilhelmsdorfer Park;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cf0;104357;POINT (16.351055890998847 48.21190255167009);M48_0049;8;Florianigasse;Schönbornpark;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cef;104358;POINT (16.3375506792102 48.23398448077889);M48_0118;18;Türkenschanzpark;Gregor-Mendel-Straße/Hasenauerstraße;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cee;104359;POINT (16.379569064787674 48.24431692954967);M48_0133;20;Friedrich-Engels-Platz;Haltestelle Linie 31 und 33;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ced;104360;POINT (16.323475785002344 48.22412233163385);M48_0109;17;Lidlpark / Roggendorfgasse;ggü. ONr. 5;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cec;104361;POINT (16.344809760621324 48.225217630887904);M48_0115;18;Kutschkermarkt;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ceb;104362;POINT (16.326075977288575 48.21311970950491);M48_0103;16;Johann-Nepomuk-Berger-Platz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cea;104363;POINT (16.348407279322164 48.232192764811224);M48_0743;18;Währingerpark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce9;104364;POINT (16.377418950431423 48.21744937803237);M48_0010;2;Karmelitermarkt;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce8;104365;POINT (16.38276822025996 48.19967452739825);M48_0023;3;Am Modenapark;ggü. ONr. 4;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce7;104366;POINT (16.40295527362507 48.184005705748206);M48_0027;3;St. Marxer Friedhof / Leberstraße 6-8;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 2;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce6;104367;POINT (16.333008550216512 48.181081761412585);M48_0072;12;Meidlinger Markt / Niederhofstraße;;-1;JA;00:00-24:00 Uhr;Sonn- und Feiertag geschlossen;Mo-Sa: 6-23 Uhr;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce5;104369;POINT (16.309512338555805 48.20419709801275);M48_0474;16;Mistplatz Ottakring;Kendlerstraße 38;-1;JA;Mo-Fr 7:00-18:00 Uhr, Sa 8:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;Defibrilator, Feuerlöscher, Erste Hilfe Kasten;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce4;104370;POINT (16.32064059191073 48.22506839241649);M48_0631;17;Mistplatz Hernals;Richthausenstraße 4;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce3;104371;POINT (16.447626083194315 48.21239470799465);M48_0788;22;Mistplatz Stadlau;Mühlwasserstraße 2;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;Defibrilator, Feuerlöscher, Erste Hilfe Kasten;U;Damen und Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce2;104372;POINT (16.367473222212134 48.142650648470955);M48_0304;23;Mistplatz Inzersdorf;Südrandstraße 2;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce1;104373;POINT (16.307137674055088 48.2220142630005);M48_0098;16;Kongreßpark;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ce0;104377;POINT (16.467289003518612 48.265737131343975);M48_0285;22;Mistplatz Rinterzelt;Percostraße 4;-1;JA;Mo-Sa 7:00-18:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cdf;104378;POINT (16.371541044756018 48.229970937170634);M48_0136;20;Wallensteinplatz;;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cde;104379;POINT (16.31083035928433 48.22737335197315);M48_0104;17;Alszeile;Eingang Dornbacher Friedhof;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Pissoir;keine;M;Herren;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cdd;104380;POINT (16.31075694041009 48.227450020725406);M48_0106;17;Dornbacher Friedhof;bei Eingang;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;Unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cdc;104381;POINT (16.31962022524593 48.225017178074005);M48_0108;17;Leopold-Kunschak-Platz;Hernalser Friedhof;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;barrierefrei 1;keine;B;Barrierefrei;+43 (1) 546 48;MA 48;https://www.wien.gv.at/umwelt/ma48/sauberestadt/wc/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cdb;104151;POINT (16.224858618712776 48.20668041246623);M45_MWC45;14;Wientalstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cda;104152;POINT (16.397463848988334 48.13676950209308);M45_MWC49;10;Hintere Liesingbachstraße;ggü. 35;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd9;104153;POINT (16.462716435598974 48.17699138034491);M45_MWC37;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd8;104154;POINT (16.461805370878718 48.177194721363456);M45_MWC39;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd7;104155;POINT (16.4609673159136 48.17744477057414);M45_MWC41;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd6;104156;POINT (16.45923932591537 48.17795028777206);M45_MWC38;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd5;104157;POINT (16.458687017210995 48.178127619940305);M45_MWC40;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd4;104158;POINT (16.45810406356281 48.178277599263495);M45_MWC42;11;Margetinstraße - Alberner Hafenzufahrtstraße;Grillzone;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd3;104159;POINT (16.3465354958273 48.28934636108439);M45_MWC51;19;Kuchelauer Hafen;;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd2;104160;POINT (16.348827185395642 48.284108070246845);M45_MWC52;19;Kuchelauer Hafen;;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd1;104161;POINT (16.363427863998467 48.27568608957814);M45_MWC60;21;Donauinsel;zw. ND-km 18,7 - 18,6;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cd0;104162;POINT (16.38633389131303 48.24974081718091);M45_BKZ06;21;Donauinsel;Da PONTE Eissalon;-1;JA;10:00-18:00 Uhr;Wintersperre;10 - 18 Uhr - gratis;;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ccf;104163;POINT (16.38532002841732 48.24311715711182);M45_MWC23;20;Handelskai;Kinderspielplatz - Station Handelskai;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6cce;104164;POINT (16.391313450674936 48.237758579968045);M45_MWC22;20;Handelskai;Kinderspielplatz - Brigittenauerbrücke;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ccd;104165;POINT (16.40420747020764 48.2379068316419);M45_MWC01;22;Neue Donau;Grillzone Brigittenauer Bucht;-1;JA;00:00-24:00 Uhr;Wintersperre;nein - gratis;unisex 1;;;;;;;
WCANLAGE2OGD.fid-2de9d1ee_17ea1d361b7_-6ccc;104166;POINT (16.404835552952218 48.237143728953065);M45_MWC02;22;Neue Donau;Grillzone Brigittenauer Bucht;-1;JA;00:00-24:00 Uhr;ganzjährig ohne Einschränkungen;nein - gratis;unisex 1;;U;Damen und Herren;0043 1 4000 96530;MA 45;https://www.wien.gv.at/umwelt/gewaesser/;
